algorithms,avg. size (in MB),stdev. size,min size,max size,avg. time (in s),stdev. time,min time,max time
Elasticsearch,6.941167464114833,4.119205620413679,5012,17672,54.728274880413814,49.69101359267459,5.55860114097595,194.611627101898
FaissHNSW,104.27907826086955,65.32749910827523,9636,180600,17.526654196822125,15.53064725444128,0.8559889793396,62.2504849433899
Hnswlib,75.60725333333333,57.01120626912105,8576,157152,12.674390681584676,11.666578696265997,0.847009897232056,50.4827637672424
LuceneKNN,468.4298069498069,187.80607622575496,203900,689548,89.30070067924882,82.87751156511655,4.04222631454468,319.754357814789
N2,334.2061538461539,215.50379666106343,16616,649352,328.10692348680294,253.11634832287305,8.04610204696655,864.868265628815
NGT-PANNG,114.39817100371748,92.80188360181654,13384,214300,11.309147286149205,13.307200615600767,0.610087871551514,39.4892127513885
NGT-QG,454.86871724137933,354.34779714544635,82164,881256,338.05049328228523,234.7528082072439,47.8081142902374,1201.64094662666
NN-Descent,358.41775221238936,158.3973110484273,57976,598772,12.545279257065427,10.254613718599753,0.304251670837402,35.7475147247314
OpenSearch,1.4875276752767528,0.8957147747587756,1120,3820,98.53619672627468,79.75956737180094,7.71200489997864,286.158402204514
pg-embedding,90.76994957983193,53.60000281917851,8312,164248,641.4861464360181,554.4708791283998,16.7340137958527,2162.97873163223
PyNNDescent,610.5572780487805,411.21983607309863,189372,1970904,42.820061426046415,16.249260505665895,23.9756116867065,96.9127457141876
QSGNGT,405.4851428571428,340.26081255586627,39160,1022764,283.2920278599544,201.86896866332737,54.0315375328064,1038.82752108574
Vald,219.8315935828877,158.12686763531264,40824,369376,28.25658687805747,26.0354009293263,2.81875824928284,80.8174443244934
Vespa,52.7425401459854,41.32560769566821,1748,140880,87.12365272271373,76.12114592781104,3.99176263809204,288.135603189468
Voyager,92.83129801324503,60.80735774393265,9448,163612,20.694504901273362,17.645546511222374,0.897842645645142,66.2114131450653
Weaviate,4.277767790262173,2.733748354536098,2100,12372,96.91320359572937,123.53371212358422,4.87826251983643,1389.53327226639
FLANN,35.671082568807336,36.22255426384026,0,96660,266.6119565821569,194.97267728379978,59.668689250946,1092.03807020187
MRPT,120.40317142857143,108.82670510127183,6324,256920,15.451999302421294,14.14890359324226,1.01973605155945,31.8897113800049
Scann,54.16939587242026,26.434067222363943,15660,96848,3.7246668951596376,2.9201106194125055,0.395300149917603,10.3863596916199
FaissIVF,54.5748275862069,23.559568911911377,12252,105488,4.6226205928572295,4.847359613679188,0.0161807537078857,17.0915465354919
FaissIVFPQ,52.279423423423424,29.342908194130676,14560,88912,2.835048301799877,2.2355885571879854,0.426310777664185,8.700763463974
TinyKNN,184.29527272727273,102.68069194987821,51532,354288,30.86544348779789,23.241252716567953,7.20648074150085,83.67604804039
