algorithms,avg. size (in MB),stdev. size,min size,max size,avg. time (in s),stdev. time,min time,max time
Elasticsearch,11.766836363636363,5.730652797222499,5276,17672,70.59171335913918,62.48930833500154,15.7793083190918,194.611627101898
FaissHNSW,103.22754838709677,57.76126986408951,31432,180568,20.81256779547661,20.613129730657338,1.52581715583801,62.2504849433899
Hnswlib,82.12196078431371,47.362910949044185,30384,157140,15.25104588153315,13.570248770723103,1.42877864837646,50.4827637672424
LuceneKNN,482.1939444444444,153.8495595024829,291844,671660,99.3381987247202,102.9552287428292,6.71132874488831,319.754357814789
N2,360.4273548387097,209.86696632429891,45116,649352,390.998686621266,267.93812655543985,17.9072210788727,864.868265628815
NGT-PANNG,111.29722222222222,93.98138326200305,13384,209364,12.80485623081525,12.920513881105485,1.74105954170227,33.3868324756622
NGT-QG,529.884,339.78133854819043,147572,881256,446.788771728107,208.4409048539369,120.205209255219,1019.57752013207
NN-Descent,388.63743396226414,141.73579065628633,148692,596128,14.170733433849405,9.95008498439614,1.10337710380554,32.0738816261291
OpenSearch,2.338227848101266,1.3148930355434565,1120,3820,106.60818317268468,95.20071765434766,16.1600453853607,286.158402204514
pg-embedding,80.93546666666666,45.057559392206564,38776,164248,660.0974560976031,736.0898712369773,28.5160148143768,2162.97873163223
PyNNDescent,723.1591401869159,479.23842975670465,218380,1970904,43.6383475432886,15.885604970841992,23.9756116867065,65.7895534038544
QSGNGT,492.83259999999996,343.2372999469026,74332,1022764,465.529385393858,252.42923892500437,171.815036296845,1038.82752108574
Vald,237.64473469387755,143.12875423808433,78824,369376,37.04277406420026,32.10250939958121,4.89505052566528,80.8174443244934
Vespa,62.348984615384616,39.86662857405052,29140,140880,99.82597438005304,97.77102384776991,5.44805407524109,288.135603189468
Voyager,100.16191780821917,54.4957535532422,31456,163612,26.296215677914553,22.952572989109804,1.37943124771118,66.2114131450653
Weaviate,7.041802816901408,3.917442269255517,2828,12372,102.26266780369721,93.64855455604203,10.9194197654724,342.711004734039
FLANN,43.840203389830506,38.30101103713983,0,96660,358.67585414547034,270.667521630917,59.668689250946,1092.03807020187
MRPT,122.46555555555557,104.52056865847678,6324,256920,15.43820613953802,14.132745467001477,1.25959396362305,31.1057085990906
Scann,73.81131343283582,12.795737130882902,61480,96848,4.487607439952111,2.2708221561629744,1.58517909049988,10.3863596916199
FaissIVF,61.57164705882353,17.642123664821202,28840,99052,5.311040254200205,4.341752698838434,0.0508565902709961,17.0915465354919
FaissIVFPQ,52.624,24.59703094027657,31280,88668,3.492767508213336,1.7509267399939983,1.59430837631226,8.16002726554871
TinyKNN,214.114,84.41635788332563,84356,335216,31.362369094576163,21.06044766906442,8.59474873542786,72.8083045482636
