algorithms,avg. size (in MB),stdev. size,min size,max size,avg. time (in s),stdev. time,min time,max time
Elasticsearch,6.781212121212121,4.003545275525982,5012,17672,36.34500102322511,25.445854615500018,5.55860114097595,63.6591196060181
FaissHNSW,98.78159322033898,70.54821914246676,9636,180504,12.339094703480349,9.922281187872372,0.8559889793396,24.2357306480408
Hnswlib,79.56138028169015,60.06635609980771,8576,157152,10.996251257372576,9.254105207586274,0.8742835521698,23.4887051582336
LuceneKNN,462.32,199.44752110357177,203900,689548,63.63939352001219,51.86250127631345,4.04222631454468,135.382661342621
N2,299.9198181818182,237.9752038648405,23664,649352,312.28940320014954,293.9256698984615,10.9425985813141,864.868265628815
NGT-PANNG,124.84995041322314,96.53554209016578,15864,214300,19.181775136427447,16.165743654385267,0.803912878036499,39.4892127513885
NGT-QG,457.630924137931,344.1709776527996,85068,804708,424.9167616663308,265.1593848228716,63.9426665306091,1201.64094662666
NN-Descent,351.0837826086957,155.85908676679338,57976,596128,13.560606238634687,10.74569110702248,0.304251670837402,35.7475147247314
OpenSearch,1.4608196721311477,0.865750494254281,1120,3820,66.47003994027125,47.049026375291874,7.71200489997864,126.531942367554
pg-embedding,0.0,0.0,2147483647,-2147483648,0.0,0.0,Infinity,-Infinity
PyNNDescent,405.0798994974875,157.73155742077063,189372,658188,43.15895033841157,16.9011389934096,23.9829540252686,96.9127457141876
QSGNGT,386.42465882352946,306.2794545300689,39160,856928,288.9175901665407,177.6218149998208,55.9787731170654,940.320728063583
Vald,234.71029166666665,156.6948149947798,40824,369140,38.965056685109936,30.101419649456368,3.50046682357788,80.8174443244934
Vespa,36.358729729729724,28.21975142701703,1748,66304,61.71648842418517,52.474802413452025,4.94505143165588,134.431798219681
Voyager,87.01617834394904,62.588722422984816,9460,163600,14.82959813373104,12.056239931755353,0.897842645645142,30.5848827362061
Weaviate,4.362911764705882,2.7181103932440993,2100,12320,85.66221269088635,143.36741517674628,5.05730628967285,1389.53327226639
FLANN,13.342120000000001,12.745064116967008,0,53416,279.0766366052628,172.66129784578658,66.347039937973,811.500416755676
MRPT,97.50783333333332,93.75595065188602,6324,196328,14.830870545572699,14.125698351015192,1.01973605155945,31.2556056976318
Scann,47.65186301369863,23.73713153858033,15660,85972,2.78170442662827,2.143304182743563,0.395300149917603,6.19573569297791
FaissIVF,55.47474725274725,24.376287539550482,12252,105488,5.522515236676394,5.06340569346607,0.0161807537078857,17.0915465354919
FaissIVFPQ,53.913310344827586,29.52599662845754,14560,88912,3.0710513262913146,2.256679966850852,0.508015155792236,8.13115406036377
TinyKNN,183.3363305785124,101.03102221500124,54488,354288,30.721818252043295,24.271038752572746,7.20648074150085,83.67604804039
