algorithms,avg. size (in MB),stdev. size,min size,max size,avg. time (in s),stdev. time,min time,max time
Elasticsearch,8.559207547169812,5.305009534814367,5012,17672,17.01187181022932,11.97805236155301,5.55860114097595,41.7455379962921
FaissHNSW,31.850863157894736,14.394486929018877,9636,62792,2.106170122246993,1.0856082517138521,0.8559889793396,4.72214698791504
Hnswlib,20.379,8.952672700455517,8576,40724,1.8032243936150163,0.7619653267220827,0.847009897232056,5.00911211967468
LuceneKNN,258.7863423423423,49.50598340532028,203900,413112,9.654804826856736,4.117556756623688,4.04222631454468,17.5896534919739
N2,48.70733333333334,14.998383047240328,16616,85480,40.56151442868369,27.634095002297155,8.04610204696655,124.869525432587
NGT-PANNG,16.530110236220473,1.3875902480593445,13384,18620,1.152380682352021,0.6434685828546545,0.610087871551514,2.56542205810547
NGT-QG,99.17644444444444,26.919733154988783,82164,152256,157.21538823843005,84.85331798576449,47.8081142902374,460.982332706451
NN-Descent,183.23479569892473,57.30922462191155,57976,254196,2.6174040404699177,1.644416349774414,0.304251670837402,7.09495210647583
OpenSearch,2.0494230769230772,1.255817100630775,1120,3820,16.264493644237522,7.53738816574997,7.71200489997864,33.4318065643311
pg-embedding,25.09221052631579,16.905904068600748,8312,58168,45.82340367216813,19.06836687771853,16.7340137958527,75.9735388755798
PyNNDescent,299.7851049723757,104.15777974150366,189372,653132,26.830656363819184,1.6859602123281066,23.9756116867065,33.1699085235596
QSGNGT,95.7476049382716,31.382785018195044,39160,170808,149.68398807372577,74.80361270826043,54.0315375328064,340.26518368721
Vald,50.73365517241379,16.496392545266698,40824,79424,4.26716573759057,1.1787953030734593,2.81875824928284,7.44008636474609
Vespa,10.106,12.187068202337306,1748,30640,8.151905302415814,3.148897787257402,3.99176263809204,15.7590231895447
Voyager,21.757880341880345,10.046244138225351,9448,41904,2.0713336997561984,0.97558003441587,0.897842645645142,4.68362832069397
Weaviate,5.326203389830508,3.7260310723144694,2100,12372,13.135326431969467,10.100204928235778,4.87826251983643,60.1432082653046
FLANN,7.70392,10.433650145255974,0,30612,139.37450721979147,51.84842926303963,59.668689250946,297.144349098206
MRPT,12.503942028985508,9.407523698698126,6324,35536,1.1041721157405688,0.12347463419429064,1.01973605155945,1.35060381889343
Scann,34.1705,25.45092418136292,15660,96848,1.3108591793044924,1.048926428269198,0.395300149917603,4.53002142906189
FaissIVF,34.68101587301587,11.924123372646614,12252,74756,1.738461840720404,1.7274181304462541,0.0161807537078857,7.4717104434967
FaissIVFPQ,23.55464285714286,5.287915023997682,14560,36044,1.4766935408115387,1.1320021923910213,0.426310777664185,4.59974312782288
TinyKNN,84.45170909090909,35.54455986181173,51532,234592,9.2053292946382,1.6282582588846441,7.20648074150085,14.9187188148499
