algorithms,avg. size (in MB),stdev. size,min size,max size,avg. time (in s),stdev. time,min time,max time
Elasticsearch,5.2045,0.11731900954235847,5012,5276,53.89743021627266,46.28823563869826,5.55860114097595,128.357827186584
FaissHNSW,105.12619607843138,68.17569112084374,11800,180568,16.974563061022295,13.510338660717721,1.14579629898071,36.2806458473206
Hnswlib,78.66207692307692,60.0428289216719,9756,157152,12.760871859697195,11.214361692620244,1.06907343864441,35.0943157672882
LuceneKNN,462.0431475409836,190.3557483541541,207928,669692,87.04236605910006,72.872988095593,5.43734073638916,198.910979747772
N2,253.599,175.49748193065335,20584,466264,249.75544656813148,224.814084920929,9.34275817871094,643.335187911987
NGT-PANNG,115.67224615384615,91.39312819783314,16548,214300,9.2440234037546,11.32697141062571,0.704280614852905,31.7241966724396
NGT-QG,457.0068493150685,356.4070329951828,84556,809620,299.6401262740566,186.72005924957588,55.6070353984833,698.558522224426
NN-Descent,353.9185517241379,154.36025251241202,60732,593812,11.463267235920343,9.525836992612257,0.518217325210571,35.2573688030243
OpenSearch,1.1403225806451611,0.028396259518299116,1120,1180,96.049943104867,71.88385332685488,7.71200489997864,212.031305789947
pg-embedding,95.91496296296296,49.86244840854613,8312,164248,700.6390647005152,478.6984164378057,18.6099936962128,1447.22609257698
PyNNDescent,554.3795200000001,409.5523724459298,189580,1694748,39.59118186712266,14.313029249161323,23.9829540252686,75.9644334316254
QSGNGT,410.47776744186046,353.0411384235381,39160,887272,227.02083907016487,147.36279092511393,55.9787731170654,571.612972736359
Vald,204.04762962962963,162.86857223839698,40832,368648,22.46017115645939,20.703483435955363,2.90565228462219,55.4665701389313
Vespa,49.642208955223886,40.847321192619894,1748,112120,84.29932745534985,69.11941884351516,4.20094513893127,203.663077354431
Voyager,94.46774025974025,61.62826707599102,9460,163568,20.19805248681601,15.486340691931632,0.97652792930603,42.3374702930451
Weaviate,3.335542857142857,0.9188003465033597,2664,4956,107.2206279243742,126.2679678392185,5.1160523891449,852.790230512619
FLANN,31.285762711864404,32.6791197464271,0,92360,247.26498973571648,151.7014377024332,70.3026399612427,736.48791384697
MRPT,124.28626865671642,112.42035794864273,6324,256876,15.818369516685824,14.15025301444107,1.01984095573425,31.8897113800049
Scann,47.90655639097744,26.41485885030254,16004,93716,3.5486705930609457,3.117060152391786,0.398237705230713,10.1910741329193
FaissIVF,53.03328301886792,25.146847085745414,12252,92204,4.953310062300485,5.582386355982071,0.0161807537078857,16.9968931674957
FaissIVFPQ,56.92482352941176,30.347333508670992,15148,88912,3.3796840134788964,2.74827279425862,0.515056133270264,8.700763463974
TinyKNN,158.94775,99.61210273574943,51532,334592,28.7728509940207,23.39774025990802,7.31548953056335,73.0332159996033
