"algorithm","parameters","count","k-nn","epsilon","largeepsilon","rel","qps","p50","p95","p99","p999","distcomps","build","candidates","indexsize","queriessize","dataset"
"hnsw(vespa)","VespaHnsw ({'M': 4, 'efConstruction': 500}, ef: 10)","10","0.0303864263679169","0.0367754505601559","0.260399415489528","inf","55170.4130105658","0.0181256564246723","0.0181256564246723","0.0181256564246723","0.0181256564246723","0","45.4701547622681","9.99715862964767","57796","1.04759049001376","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 5, 'efConstruction': 500}, ef: 34)","10","0.144382204903393","0.176855008930021","0.783990907614873","inf","21400.4852386998","0.0467279132863041","0.0467279132863041","0.0467279132863041","0.0467279132863041","0","48.7045030593872","9.99943172592953","57372","2.68087379141528","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 93, 'efConstruction': 500}, ef: 10)","10","0.398465660009742","0.475190777723656","0.995283325215132","0.0951949250386471","13022.9914217638","0.0767872697906569","0.0767872697906569","0.0767872697906569","0.0767872697906569","0","163.619804620743","10","98244","7.54388886687098","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 17, 'efConstruction': 500}, ef: 130)","10","0.681742165936029","0.800698165286573","1","0.0923910214298114","3695.59648504545","0.270592310698703","0.270592310698703","0.270592310698703","0.270592310698703","0","88.4615542888641","10","69760","18.8765197397199","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 61, 'efConstruction': 500}, ef: 81)","10","0.790940087676571","0.901875304432538","1","0.0916293302929634","2741.7408929494","0.364731764420867","0.364731764420867","0.364731764420867","0.364731764420867","0","158.286734580994","10","93064","33.9433971457045","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 84, 'efConstruction': 500}, ef: 108)","10","0.855772040915733","0.947905504140283","1","0.0913142412586827","2163.34766363393","0.462246563984081","0.462246563984081","0.462246563984081","0.462246563984081","0","160.186145305634","10","97020","44.8471605516372","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 96, 'efConstruction': 500}, ef: 202)","10","0.936694268550089","0.987230069816529","1","0.090976706255045","1182.00019766555","0.8460235549137","0.8460235549137","0.8460235549137","0.8460235549137","0","162.867669343948","10","98340","83.1979556299748","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 96, 'efConstruction': 500}, ef: 238)","10","0.951331384965092","0.991605780159117","1","0.0909212145972408","1048.75734868901","0.953509414102882","0.953509414102882","0.953509414102882","0.953509414102882","0","164.345570325851","10","97072","92.5590653751742","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 61, 'efConstruction': 500}, ef: 406)","10","0.977374573794447","0.99728040266277","1","0.0908232172049302","766.357756896127","1.30487361457199","1.30487361457199","1.30487361457199","1.30487361457199","0","140.052772283554","10","93532","122.047436929222","kg-yago3-10-omult-angular"
"hnsw(vespa)","VespaHnsw ({'M': 62, 'efConstruction': 500}, ef: 408)","10","0.977666829030687","0.997369702873843","1","0.0908211559138629","628.282025896361","1.59164192155004","1.59164192155004","1.59164192155004","1.59164192155004","0","151.816087245941","10","93328","148.544755624435","kg-yago3-10-omult-angular"
