"algorithm","parameters","count","k-nn","epsilon","largeepsilon","rel","qps","p50","p95","p99","p999","distcomps","build","candidates","indexsize","queriessize","dataset"
"opensearchknn","OpenSearch(index_options: {'M': 4, 'efConstruction': 500}, ef_search: 10)","10","0.0615278454294528","0.123047572657899","0.998660496833902","0.101400237806465","1112.11402278555","0.899188395123929","0.899188395123929","0.899188395123929","0.899188395123929","0","57.0921359062195","10","1120","1.00709097902992","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 19, 'efConstruction': 500}, ef_search: 16)","10","0.330751745413216","0.589186556259133","1","0.0984769885856431","1080.5132452468","0.925486092455685","0.925486092455685","0.925486092455685","0.925486092455685","0","90.5643627643585","10","1120","1.03654444304769","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 15, 'efConstruction': 500}, ef_search: 71)","10","0.568249715862965","0.89684201980841","1","0.0973995087170231","876.56094771023","1.14082195796072","1.14082195796072","1.14082195796072","1.14082195796072","0","83.8168659210205","10","1120","1.27772062276524","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 5, 'efConstruction': 500}, ef_search: 421)","10","0.614945608053255","0.938618282188667","1","0.0973657553120459","745.747487892284","1.34093652013689","1.34093652013689","1.34093652013689","1.34093652013689","0","58.7782452106476","10","1180","1.58230502838843","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 29, 'efConstruction': 500}, ef_search: 187)","10","0.804659847377821","0.988918655625913","1","0.0966747697892225","672.406902521035","1.48719467688352","1.48719467688352","1.48719467688352","1.48719467688352","0","103.472878456116","10","1120","1.66565809452702","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 36, 'efConstruction': 500}, ef_search: 174)","10","0.808012664393571","0.988439681766521","1","0.0966597585714705","667.847708121546","1.49734737351537","1.49734737351537","1.49734737351537","1.49734737351537","0","110.121276855469","10","1120","1.67702903877625","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 21, 'efConstruction': 500}, ef_search: 356)","10","0.853019970774476","0.994309141094334","1","0.0965609999297031","554.318472105522","1.80401711259037","1.80401711259037","1.80401711259037","1.80401711259037","0","93.0696241855621","10","1180","2.12874017262656","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 352)","10","0.887262542620555","0.995843481084592","1","0.0964433036294756","478.306594666905","2.09070928394794","2.09070928394794","2.09070928394794","2.09070928394794","0","118.72435259819","10","1120","2.34159430893896","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 393)","10","0.896265627536938","0.996541646371164","1","0.0964166352347257","439.392603834271","2.2758690174669","2.2758690174669","2.2758690174669","2.2758690174669","0","119.898443698883","10","1180","2.68552540416695","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 437)","10","0.90264653352817","0.99696379282351","1","0.096397663585073","429.334678407287","2.32918513938785","2.32918513938785","2.32918513938785","2.32918513938785","0","117.736803293228","10","1120","2.6086874793224","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 40, 'efConstruction': 500}, ef_search: 516)","10","0.907907127780484","0.997532066893976","1","0.0963846755261022","402.836480288774","2.48239678330719","2.48239678330719","2.48239678330719","2.48239678330719","0","112.796508312225","10","1180","2.92922825448707","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 526)","10","0.913849650917357","0.997686312713103","1","0.0963653044294201","387.347510689605","2.58166110143065","2.58166110143065","2.58166110143065","2.58166110143065","0","117.563658952713","10","1180","3.04636009638791","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 36, 'efConstruction': 500}, ef_search: 652)","10","0.917924987822699","0.998319532391622","1","0.0963545055967285","357.272761849682","2.79898196458817","2.79898196458817","2.79898196458817","2.79898196458817","0","109.960591554642","10","1120","3.13485974749798","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 626)","10","0.923973047572658","0.998213995778536","1","0.0963317239561539","346.796187914833","2.88353813812137","2.88353813812137","2.88353813812137","2.88353813812137","0","119.002702236176","10","1120","3.2295626048665","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 47, 'efConstruction': 500}, ef_search: 638)","10","0.924452021432051","0.998327650592629","1","0.0963299608069536","330.367751811715","3.02692991681397","3.02692991681397","3.02692991681397","3.02692991681397","0","119.756410837173","10","1120","3.39016140000951","kg-yago3-10-distmult-euclidean"
"opensearchknn","OpenSearch(index_options: {'M': 48, 'efConstruction': 500}, ef_search: 776)","10","0.934250690047085","0.998709206039942","1","0.0962972419072446","308.029702600372","3.24644008651376","3.24644008651376","3.24644008651376","3.24644008651376","0","117.221040725708","10","1180","3.83079940031269","kg-yago3-10-distmult-euclidean"
