"algorithm","parameters","count","k-nn","epsilon","largeepsilon","rel","qps","p50","p95","p99","p999","distcomps","build","candidates","indexsize","queriessize","dataset"
"faiss-ivfpqfs","FaissIVFPQfs(n_list=2072, n_probe=4, k_reorder=136)","10","0.286117876278617","0.477204091573307","0.999813281376847","inf","48601.8208920723","0.0205753603950143","0.0205753603950143","0.0205753603950143","0.0205753603950143","2870.08199383017","4.87821578979492","9.99967527195973","83092","1.7096478789245","kg-yago3-10-omult-euclidean"
"faiss-ivfpqfs","FaissIVFPQfs(n_list=1082, n_probe=114, k_reorder=2)","10","0.613005358012664","0.911998701087839","1","0.0969362157241813","38278.2927810853","0.0261244676948991","0.0261244676948991","0.0261244676948991","0.0261244676948991","41879.7105861341","2.83345723152161","10","81980","2.14168381199355","kg-yago3-10-omult-euclidean"
"faiss-ivfpqfs","FaissIVFPQfs(n_list=2660, n_probe=116, k_reorder=101)","10","0.908191264815717","0.999439844130541","1","0.0965909566200046","18491.3348157737","0.0540793844265863","0.0540793844265863","0.0540793844265863","0.0540793844265863","23607.4906640688","6.53541970252991","10","87836","4.75011679119418","kg-yago3-10-omult-euclidean"
"faiss-ivfpqfs","FaissIVFPQfs(n_list=2246, n_probe=194, k_reorder=278)","10","0.970628348757915","0.999991881798993","1","0.0964988168009422","8488.34153386812","0.117808645882178","0.117808645882178","0.117808645882178","0.117808645882178","40701.6411755155","5.30024838447571","10","83336","9.81770109832327","kg-yago3-10-omult-euclidean"
"faiss-ivfpqfs","FaissIVFPQfs(n_list=841, n_probe=163, k_reorder=308)","10","0.991898035395356","1","1","0.0964715684535202","6650.50041770308","0.15036461991258","0.15036461991258","0.15036461991258","0.15036461991258","68336.1500243546","2.38296341896057","10","80380","12.0863085409385","kg-yago3-10-omult-euclidean"
