"k-nn","qps","build","indexsize"
0.119944979367263,280714.293026464,0.962579727172852,27000
0.123039889958735,251122.833683349,1.0915355682373,27040
0.282599724896836,187369.97714145,0.0161807537078857,12260
0.543191196698762,147839.277011469,0.671169519424439,27292
0.689614855570839,96042.6787615344,0.218428134918213,26988
0.813411279229711,73781.0229744613,1.34973311424255,28560
0.868913342503439,66053.4623241303,1.86275577545166,26704
0.923521320495186,44029.4420330668,1.20223951339722,26712
0.931980742778542,40156.1731480877,1.0384361743927,20892
0.958459422283356,33986.2016818892,0.748230218887329,31020
0.973039889958735,32244.6004451885,1.50036597251892,27080
0.974965612104539,28878.019982764,1.28255248069763,29600
0.976341127922971,27512.4423271253,0.964450597763062,26956
0.977372764786795,26171.8752027747,0.967925310134888,27008
0.982806052269601,24739.8360121043,0.729636907577515,27272
0.98363136176066,24206.5199474478,0.668711185455322,27500
0.996698762035763,17312.7933343744,0.33376145362854,27832
1.0,14438.5655847735,0.018404483795166,12252
