"k-nn","qps","build","indexsize"
0.273786328949505,240164.725959258,6.44229793548584,79056
0.546289982139958,78891.6578056344,5.63382506370544,75952
0.769849001461276,78858.1826551659,2.51841354370117,80164
0.933455106348433,31560.6630780349,4.28000259399414,82724
0.936125994479623,10120.3296678572,7.4060275554657,84528
0.967088813119013,8594.17325666935,3.3419783115387,82136
0.97251177139146,8109.55580163768,1.94728207588196,75876
0.976043188829356,7735.3241445457,1.87121295928955,76852
0.988488390972561,4767.71610952151,2.25060081481934,78144
0.990550414028251,3063.33321467013,1.99334239959717,76596
0.993667803214808,2668.77980544365,1.27285122871399,77016
1.0,1359.97002463464,0.0519142150878906,105488
