"k-nn","qps","build","indexsize"
0.130330123796424,382904.377221064,0.665510654449463,21032
0.296079779917469,264108.008141708,0.668692111968994,29580
0.381705639614856,210787.986174476,0.839420557022095,31884
0.774002751031637,77240.4282945982,1.17600536346436,27040
0.815405777166438,69484.5275726932,1.25263571739197,27236
0.868225584594223,60625.6699372699,1.7567834854126,27060
0.888514442916094,57659.3867332255,1.06014204025269,20892
0.898349381017882,45838.0098162263,1.15985727310181,27272
0.953094910591472,36198.7856570496,1.33280992507935,27272
0.969188445667125,32131.6242320776,1.28302764892578,29828
0.972008253094911,29478.813677626,1.26284050941467,27008
0.981292984869326,25055.5382744451,0.642078161239624,29620
0.984594222833562,23575.1651281096,0.643598794937134,27536
0.984731774415406,23509.4581719069,0.706005811691284,27536
0.987895460797799,22195.7192469093,0.568735122680664,27840
0.988858321870702,21551.5897841838,0.63647723197937,27768
0.988995873452545,21080.765922439,0.633230686187744,27800
0.990990371389271,20591.8315516508,0.639352083206177,27496
0.991746905089408,20337.7487510915,0.545725822448731,28180
0.998899587345255,15132.2358125629,0.287259817123413,28080
1.0,14986.3566833278,0.535930633544922,19096
