"k-nn","qps","build","indexsize"
0.220288858321871,107496.968483398,3.5348584651947,31296
0.335969738651994,40896.714163089,181.309379339218,149408
0.40474552957359,28856.7035554426,332.863737344742,167704
0.75990371389271,25491.6401210511,3.04943108558655,31468
0.834869325997249,21850.6557362956,1.77107405662537,30964
0.836038514442916,16795.0043815323,2.02033734321594,31440
0.851856946354883,16502.8197345916,2.51330852508545,31712
0.867469050894085,14267.4749229136,5.00911211967468,37672
0.948968363136176,14058.7846477648,3.75786232948303,31368
0.991609353507565,9931.24284043929,1.96191573143005,31448
0.998555708390647,4531.86902242398,3.31451010704041,38260
1.0,3778.61479247258,0.0691807270050049,60028
