"k-nn","qps","build","indexsize"
0.104554310764735,186283.118641176,14.9010446071625,76604
0.154424419548628,178524.191774129,11.7084362506866,76904
0.204465010553661,137788.460355989,2.37538623809814,77652
0.32802402987498,75153.0054722471,9.71824812889099,76460
0.329095632407858,67320.5647139828,2.00303864479065,77024
0.362201656113005,62508.3168351732,9.65835618972778,78776
0.503263516804676,62064.6104035423,7.51908159255981,88668
0.529566488066245,27597.0826190913,9.48011946678162,78516
0.850397791849326,25967.4374012343,7.38532257080078,86520
0.908962493911349,23667.725023357,2.96909379959106,82064
0.924955349894463,7138.92616645415,3.69003462791443,82508
0.970668939762949,6300.23198071587,1.71557021141052,74788
0.974922877090437,4013.08571580312,1.93488216400146,76940
0.97525572333171,3721.70917478491,1.9013659954071,75896
1.0,1479.1704322326,0.0508565902709961,99052
