"k-nn","qps","build","indexsize"
0.351639876603345,267210.599748684,1.67742991447449,76608
0.77236564377334,47175.2923464736,6.33100032806397,83804
0.815838610163988,36063.4755585096,5.31802988052368,83320
0.883503815554473,19510.3134621674,5.0697181224823,82996
0.965432700113655,7042.04235793739,1.70463705062866,76996
0.969637928235103,4608.78895020292,5.94168329238892,90032
0.96964604643611,4567.64784188083,5.92106604576111,66636
0.977228446176327,4077.37361053696,5.87220120429993,90488
0.982903068679981,3698.34002894426,5.86604070663452,90232
0.98295177788602,3696.96258947223,5.88510227203369,90272
0.983909725604806,3627.33667220015,5.90637755393982,66576
0.986215294690697,3118.92168092466,5.87460708618164,90400
0.986410131514856,3082.98041349792,5.90625619888306,66728
0.990493586621205,2988.51455694864,5.90493392944336,90252
0.991987335606429,2692.77009832382,5.89575433731079,90348
0.995340152622179,1775.51027136011,32.1707346439362,157060
0.997239811657737,1135.98054040971,309.141596317291,898800
1.0,780.240975037138,0.0278944969177246,4
