"k-nn","qps","build","indexsize"
0.576473453482708,68955.5608716255,4.4816837310791,82488
0.657752881961357,49080.1402825996,4.40894317626953,82556
0.864003896736483,38062.7023089348,2.44013547897339,82372
0.88319532391622,15242.0435146104,3.7644772529602,82124
0.9391459652541,10800.505114443,2.82533597946167,81788
0.949277480110407,6939.25003169822,5.85640954971314,90340
0.980857282026303,6702.82429213363,1.73553347587585,79392
0.987416788439682,4072.67394636345,5.91077518463135,66908
0.988991719434973,3824.29379565931,5.85944700241089,90184
0.990022730962819,3662.79337170866,5.85445237159729,66940
0.994674460139633,3157.8664819009,5.86437487602234,66668
0.994901769767819,3015.85331770023,5.92077040672302,90212
0.995453807436272,2987.39514771136,5.88938808441162,66532
0.995981490501705,2876.26469383613,5.90408396720886,66708
0.996143854521838,2765.35008811416,5.91439127922058,90200
0.996557882773178,2362.06093009563,33.7854676246643,152340
0.998449423607729,1767.65968871521,33.5836088657379,153300
0.999106997889268,1471.82539139283,34.7278037071228,157144
1.0,1073.63861523687,0.0935168266296387,89304
