"k-nn","qps","build","indexsize"
0.164896898847215,428108.653845276,2.67045092582703,81736
0.317803214807599,50609.6188045113,7.95860433578491,84748
0.828494885533366,40557.9201864037,8.700763463974,85264
0.841224224711804,38350.1211932326,6.83863353729248,84064
0.852581587920117,33345.0818417427,6.84217834472656,86140
0.872284461763273,16332.6414467822,1.80750870704651,75596
0.872739081019646,15513.7718045959,1.8101544380188,75864
0.887538561454782,14285.8824301052,1.89202570915222,77772
0.979631433674298,11964.3277019337,1.62834239006042,74516
0.989227147264166,6785.95209748135,1.53593969345093,75448
0.989495047897386,3795.93149762667,5.83077788352966,66676
0.989519402500406,3758.63767664786,5.96747636795044,90228
0.991557070953077,3539.72620858435,5.88655090332031,66556
0.992109108621529,2933.56685111706,5.80715942382813,66672
0.994999188179899,2824.83583378293,5.92276740074158,90264
0.995202143205066,2798.47103819586,5.82809710502625,90392
0.995364507225199,2752.72915201533,5.77328228950501,90028
0.997580776100016,1146.70443110269,379.28803229332,806396
0.999407371326514,912.718261031628,440.310851573944,887272
1.0,798.821070849467,0.0281276702880859,4
