"k-nn","qps","build","indexsize"
0.293672627235213,257865.455221981,0.620095491409302,22668
0.746836313617607,59824.5832450443,0.528570413589478,18176
0.888995873452545,49276.175368855,0.709282875061035,20960
0.929779917469051,14982.0491481492,1.78740930557251,12524
0.941196698762036,11779.1358503028,1.91494989395142,13488
0.941540577716644,11601.5957326193,1.9562885761261,13660
0.942640990371389,11140.5549271489,1.99646663665771,13896
0.945942228335626,11068.0907731396,2.00026726722717,13892
0.970770288858322,10185.8756319701,117.862244129181,84868
0.999105914718019,9311.38267326053,1.68271136283875,13780
0.999862448418157,7911.51225220236,1.76519203186035,18192
1.0,6232.93117682839,1.75376272201538,17516
