"k-nn","qps","build","indexsize"
0.557634112792297,147638.850945362,0.477169513702393,15592
0.694910591471802,86522.2106263761,0.828615427017212,20956
0.743810178817056,69687.7915714417,0.852339506149292,20964
0.771182943603851,58860.3225171297,0.813920021057129,21128
0.775790921595598,42538.9955288312,1.73891997337341,12460
0.777441540577717,41272.8528908158,1.4983925819397,11952
0.80474552957359,38229.7099227066,1.01010751724243,21076
0.821801925722146,34610.1609252811,1.27927875518799,10372
0.880674002751032,31833.7457901388,1.01702523231506,9260
0.882874828060523,29627.8998236462,0.873353481292725,20956
0.918844566712517,25700.3704955475,1.06819581985474,9592
0.937276478679505,21522.9151791075,1.11321783065796,20656
0.940715268225584,17410.508270574,0.968464374542236,23084
0.943397524071527,16160.4941967077,0.896772384643555,23064
0.970357634112792,13386.6250834126,78.6429607868195,84460
1.0,13372.7699675469,0.022402286529541,19548
